event_id,event_time,user_id,event_payload
0b71386827ee41d6b11d761979f62121,11/17/2017 6:16,221881,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3033""}"
bca68e29c6e6487aa3b0f98c7bcfbe13,6/26/2015 8:38,73539,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""266""}"
0da0b825ef22452d891453fbf318ec19,6/26/2015 14:27,73539,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""3330""}"
f318394a225e42c2a8a4d395f58785b3,6/26/2015 18:35,73539,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""3254""}"
c59c89c720f94575a4ce68a1f87e52a9,6/24/2015 5:08,73539,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""3904""}"
2554b1e5a2c24e60b49a2e8f443fd60e,8/2/2015 7:45,72243,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""2321""}"
0fb7065155394dc3ba90c6c554dbe8d5,3/3/2016 7:13,108121,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""332""}"
fdbc95f4e3644a7caf0a3e143b42bfb3,3/3/2016 18:31,108121,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1132""}"
d95c6b4a451041b381765f2341ab417e,5/5/2015 0:14,52574,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1755""}"
61c7273156eb48f6ab4f219d548d9b78,5/4/2015 5:27,52574,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""759""}"
f487bf2110f44efe9b3bb064ea0efdf2,5/4/2015 22:16,52574,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2596""}"
5027f5e7dd3c453fa0eabe11a5466103,12/20/2014 5:23,49657,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""471""}"
a8acb5c05d774a9183c1eb363d9e5f76,10/16/2017 14:00,207594,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3629""}"
52899863d8ae4a479f933cfce6a31182,10/18/2017 6:59,207594,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3057""}"
295972e09b134213a6b74e0b3a8543d4,7/22/2014 22:36,32499,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""3736""}"
701b0d5eecf7475db7e77d2dee83e83d,7/23/2014 2:26,32499,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""2417""}"
fd94a9d2379847c3bba61f4805437aeb,4/10/2017 21:24,185468,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""936""}"
50d429a07d844cd8828834cd4b3f5780,4/8/2017 14:39,185468,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3455""}"
fa84371a3e0a436283cb31d0588ebf6c,4/9/2017 3:43,185468,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2425""}"
bde0190429054d8daed8ef4571b8c626,4/8/2017 1:10,185468,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""771""}"
e8b3c6358f924cf3912f9a0b88758d5f,4/12/2016 10:49,96931,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1533""}"
3018677b46514e018a40bc2aeac6390d,4/11/2016 0:34,96931,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2362""}"
9f703a48d3314da7977922ff62166cb1,4/12/2016 19:54,96931,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1953""}"
53bdc72a21184102a763251a76695d38,4/11/2016 18:44,116901,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""2535""}"
8d620bf574464b1ead59eacbc4ae877f,4/14/2016 4:37,116901,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""2589""}"
46388c1e77694d69a686fbf523e96066,4/12/2016 9:48,116901,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""943""}"
dde18e8c56e241d3964c97f4f27f2feb,11/6/2013 2:57,5735,"{""event_name"":""view_item"",""platform"":""android"",""parameter_name"":""item_id"",""parameter_value"":""2580""}"
1eb3d33425174852b895aa75cc94342c,10/12/2016 18:00,133645,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2842""}"
16b2364a9f084056af2e5ca8938e3657,1/11/2018 13:05,219559,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3051""}"
840d61aa62254e16bb2ce226c3bffc26,1/10/2018 11:19,219559,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""580""}"
e726168a078b4769bc1da69c8331390b,1/11/2018 8:33,219559,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3096""}"
3eace251b37c4324afd006b5a771619f,1/13/2018 2:41,219559,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3965""}"
c20929d2c8da455eb7a88d98dfc7e035,12/31/2015 0:18,95287,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1603""}"
e356ed39bdee4803b66cdc5317ea03e4,1/2/2016 5:27,95287,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""52""}"
f5390ab57b35486286e6a54c821e6076,1/2/2016 19:10,95287,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3391""}"
f0da75d1083742249a0561f6c79a81e0,1/2/2016 16:48,95287,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""918""}"
d67736607b8d4cbebd2e3ae400444ce5,12/21/2017 18:30,251476,"{""event_name"":""view_item"",""platform"":""iOS"",""parameter_name"":""item_id"",""parameter_value"":""1896""}"
946526ff0eb94fed98079945d9737e0b,12/23/2017 20:34,251476,"{""event_name"":""view_item"",""platform"":""iOS"",""parameter_name"":""item_id"",""parameter_value"":""2152""}"
b5677d5a331247b0b867381c0702c0eb,4/29/2016 5:25,92894,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2241""}"
336b3def231b466c91474122eb04b0ce,4/28/2016 8:53,92894,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3142""}"
fd0224001fc04d03bcf1ffedfabc5302,10/8/2016 1:47,135677,"{""event_name"":""view_item"",""platform"":""android"",""parameter_name"":""item_id"",""parameter_value"":""2899""}"
efea6abbe860477e9b5291090cd87471,1/6/2016 10:12,109381,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2440""}"
3fb7a8907f414442ab39573013f4404f,1/6/2016 7:51,109381,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2512""}"
30f4cd754d7c419dbec4929cc4ae7e42,3/12/2018 7:24,251250,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1171""}"
a9c1a8351fd94685ba87c38bc186ce70,3/9/2018 13:32,251250,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3904""}"
ef76fba47eb849d18d049c4c6ada9940,3/11/2018 18:15,251250,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2454""}"
bd1620a381cf442f84323e0976f2224a,3/10/2018 12:19,251250,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2590""}"
ff6fbc470c324eeba95d37af9e2f7961,4/1/2018 19:51,269204,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3207""}"
32da3179f86546beabc5cc33f7886f9d,4/3/2018 0:48,269204,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""371""}"
cfa2f7ff0a3c4f16a07f5f1613a28ca6,4/1/2018 20:13,269204,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3947""}"
eaa2b8c34b34400b85e9dd2d7cf4b62f,4/2/2018 1:43,269204,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1037""}"
ccfb081ebbf14100a4bd441e16a72f05,2/3/2015 22:22,56056,"{""event_name"":""view_item"",""platform"":""iOS"",""parameter_name"":""item_id"",""parameter_value"":""1683""}"
338328451268409f85130b7505934b6c,10/2/2016 8:48,126302,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2174""}"
8c3ff296e9cf42cba8143453bec4ff3d,11/9/2013 19:19,10358,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1163""}"
8963d4fe37f5452aa2a450bf73999e30,9/26/2014 21:45,26011,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3814""}"
77006b1467934affb55ab48ab51dcf84,9/26/2014 0:39,26011,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1166""}"
9bef3f62c7a84ce9a6ff87c3d308b957,4/7/2017 0:45,188732,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3978""}"
cfd5ca1e49e74d33ac9d84683b015d32,4/6/2017 11:31,188732,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1741""}"
ffc82283bb1e4096990f0d29c0bb84b2,4/9/2017 14:51,188732,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2182""}"
0df75de99a5e40c9a7d625b255cab0e0,8/20/2017 23:24,226006,"{""event_name"":""view_item"",""platform"":""iOS"",""parameter_name"":""item_id"",""parameter_value"":""3841""}"
de55dce81dad4749b22ba0c4af6faa2b,8/18/2017 10:12,226006,"{""event_name"":""view_item"",""platform"":""iOS"",""parameter_name"":""item_id"",""parameter_value"":""67""}"
f32546de763a4ea094b9ff83e688f7b8,8/20/2017 9:47,226006,"{""event_name"":""view_item"",""platform"":""iOS"",""parameter_name"":""item_id"",""parameter_value"":""1474""}"
3370305126384805b890998847210b13,8/20/2017 21:46,226006,"{""event_name"":""view_item"",""platform"":""iOS"",""parameter_name"":""item_id"",""parameter_value"":""475""}"
2d318a0fa0f5409aad8b6aa222980d14,4/12/2014 21:17,11244,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""404""}"
140a3245d5504e808cff4b30422ce286,4/11/2014 15:40,11244,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2996""}"
c4621a52936e459d8e5cec73c17a59b0,4/14/2014 20:21,11244,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3994""}"
c70db1ee1ba0403182549cf003b02b95,11/18/2017 3:02,203651,"{""event_name"":""view_item"",""platform"":""android"",""parameter_name"":""item_id"",""parameter_value"":""3831""}"
65872c29b601401fb5623c1e93520385,11/16/2017 1:04,203651,"{""event_name"":""view_item"",""platform"":""android"",""parameter_name"":""item_id"",""parameter_value"":""1530""}"
4e58f5ca01d94af593f7d6b8bcec69d3,11/17/2017 16:39,203651,"{""event_name"":""view_item"",""platform"":""android"",""parameter_name"":""item_id"",""parameter_value"":""3188""}"
a97a98f16326447a90f784e6ecd4fccc,11/15/2017 3:57,203651,"{""event_name"":""view_item"",""platform"":""android"",""parameter_name"":""item_id"",""parameter_value"":""217""}"
496165e41ea1482381c2d207a21354a5,3/28/2018 16:04,265315,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""283""}"
ef20a84c43a24cd7a2c3d0a6c00dd9a2,3/31/2018 2:14,265315,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3987""}"
87f18e75ec9340af908ebd186ad4af60,3/30/2018 1:07,265315,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1902""}"
454503ed39094bb78098f4a74db3cb6c,3/28/2018 17:33,265315,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""835""}"
6d1592bff5604d939fae7c83393f8951,4/3/2014 0:28,16693,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2079""}"
a27177242dde415bae6ee3f9376ffa68,4/5/2014 17:37,16693,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""217""}"
de285506a4fb41778d9e74bc58250af2,4/5/2014 11:11,16693,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3673""}"
3e79f24b4f184747933e6ee9c517d1eb,5/5/2016 22:48,109927,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""511""}"
462282252e3443d69b6a2933fe825f70,5/6/2016 23:40,109927,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1132""}"
77f2e1ef084a410a8ce9a8f50dd8ddd8,5/6/2016 1:37,109927,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2949""}"
27f983d223dc4a8797eb6742d680140d,5/4/2016 20:12,109927,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2568""}"
ea637978379c49738750dc1b8436b9c7,1/7/2018 12:51,243114,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2691""}"
887ace793bf3419688e8033b7b9ee591,1/7/2018 19:52,243114,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1327""}"
bd0f23b0e5cf40d2a5a2b1e3cd2c0489,1/7/2018 5:52,243114,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2210""}"
b7786b880947432bbc953432eea1162d,7/27/2015 5:21,73921,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1953""}"
468bf02c3e4a4aef94f2a1dae86de008,7/26/2015 23:42,73921,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3847""}"
783c7928ff414c458f9a20bd04578e6d,7/26/2015 22:10,73921,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3146""}"
d602dd7546da4e92914afef5d5a21c5c,7/25/2015 23:16,73921,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3120""}"
3d17cef7150d413fae17fb884d206383,11/7/2016 3:17,134454,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1273""}"
f3e935dc6fc04155bec0ea2feb50f42e,11/8/2016 10:43,134454,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2328""}"
674eff1f25204f6b932ef0f5a72bf174,11/6/2016 0:12,134454,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1007""}"
3e554f8011964f4186b06e670a33b25a,11/6/2016 5:59,134454,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""267""}"
05aec475712443a898ea89b2b73f8497,11/9/2013 22:37,5948,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1409""}"
d0be5a7af54e4b34a2bd9d82aa654015,11/11/2013 4:41,5948,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1994""}"
f8563221a0b0400494e9a90fbb826810,11/10/2013 19:25,5948,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""680""}"
4f4ad5e8745c488d8759faf77365841e,11/12/2013 11:20,5948,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2013""}"
583d16531af04482b8490947b1e885e1,12/11/2014 13:50,35952,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""30""}"
fda1857a83644ec0ae7b09a508f3955f,12/13/2014 6:00,35952,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1294""}"
9e438bdc97524360ab560d2b85268705,4/2/2015 2:44,55695,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""360""}"
7148701386fe470ebef46ad0a2fb0609,4/1/2015 14:28,55695,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""501""}"
5c6d80ed416449de8c265974c0a9f9eb,11/15/2014 21:29,47342,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3625""}"
73401da803ba4895afb0bbfb2f0838db,11/16/2014 11:11,47342,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""367""}"
2b0fc8bd74284711bf98198e50c9c49b,11/15/2014 14:32,47342,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2577""}"
6a43454572ef4efd99aa09f8bb130588,11/18/2014 22:16,47342,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1490""}"
4d83e4a34ec9417588bedad45274cb50,2/15/2017 2:21,150636,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1189""}"
e69eb888ed0e401ca484fae1ff0cff8c,2/14/2017 6:06,150636,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3498""}"
fc730800728c46eeb783a9b12c82c4d1,2/15/2017 17:33,150636,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1772""}"
b610aab2f5f2490fa26fffcdd2494e81,2/17/2017 13:28,150636,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1796""}"
a59f1d1045144484acfba9d1242eee32,12/19/2017 4:44,233556,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1511""}"
659eefebe98a48b982990ebda3519521,12/20/2017 17:52,233556,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""2600""}"
4d23553563184e69b82b398fba8fb143,12/19/2017 19:52,233556,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""201""}"
1cce4bb7872948c5af4dd43869af946f,12/20/2017 6:35,233556,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1319""}"
da266492a45648dba0460faa67a6ea7c,2/13/2017 1:28,173231,"{""event_name"":""view_item"",""platform"":""android"",""parameter_name"":""item_id"",""parameter_value"":""2967""}"
a5f9e1702bda4818942e59fc2f3ff5d3,2/12/2017 15:42,173231,"{""event_name"":""view_item"",""platform"":""android"",""parameter_name"":""item_id"",""parameter_value"":""1121""}"
3ce2bc15bbe84800a6029d3f2701ecea,3/22/2015 5:01,41070,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""228""}"
c9e7925150fd433caf4b17ba0ea968f0,3/21/2015 17:10,41070,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3497""}"
d2f0bd9884304b12bae0ac17fcb3582a,3/22/2015 20:02,41070,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""612""}"
5a48c916191c4524b7770a3b4005d46f,7/11/2014 10:39,25305,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""3509""}"
f60ba3c29e364cb7ae0ed00bafd07955,7/9/2014 23:16,25305,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""1540""}"
2ef157563385429a9cf7838c090b61de,12/3/2017 5:18,222449,"{""event_name"":""view_item"",""platform"":""android"",""parameter_name"":""item_id"",""parameter_value"":""1685""}"
1549116b8361437d9af062e6ec9a1c89,12/30/2017 0:34,240063,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""1207""}"
ec35844e486440498b33f43855e149bb,5/10/2018 20:54,279997,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""1357""}"
bafa03a9224c441bb3571e43a3e04b04,11/23/2016 19:02,170072,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3160""}"
513f78b8cdde43b0b9362f214e136e04,11/24/2016 17:04,170072,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3244""}"
c4018a30dc224f5bbd328a64b7def2b7,11/24/2016 14:23,170072,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3952""}"
2110bc189c06486fa6adb63d318204b8,11/22/2016 0:14,170072,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""730""}"
f6db1ebbdea44e96ba7c17f73db9f206,4/22/2018 15:40,259607,"{""event_name"":""view_item"",""platform"":""android"",""parameter_name"":""item_id"",""parameter_value"":""1576""}"
19c428f242b24783af7b1c9ded488ace,4/14/2014 16:52,14861,"{""event_name"":""view_item"",""platform"":""android"",""parameter_name"":""item_id"",""parameter_value"":""1533""}"
769aff7dc9094d2b92e3d32f8c3ae6d8,4/12/2014 1:56,14861,"{""event_name"":""view_item"",""platform"":""android"",""parameter_name"":""item_id"",""parameter_value"":""1055""}"
138c8e5143004b14a127b1307f5d2926,4/14/2014 16:27,14861,"{""event_name"":""view_item"",""platform"":""android"",""parameter_name"":""item_id"",""parameter_value"":""1375""}"
3ee45f2f0e8743f8b48e10f7ec05a144,4/12/2014 22:02,14861,"{""event_name"":""view_item"",""platform"":""android"",""parameter_name"":""item_id"",""parameter_value"":""183""}"
5c036c8e5ba047608ce8ed0858f50bfc,10/2/2016 14:17,156766,"{""event_name"":""view_item"",""platform"":""iOS"",""parameter_name"":""item_id"",""parameter_value"":""2789""}"
3dbf154a454b4bb2b498b732f0b915ac,10/3/2016 17:29,156766,"{""event_name"":""view_item"",""platform"":""iOS"",""parameter_name"":""item_id"",""parameter_value"":""2368""}"
74d2186d03914752a8cbdb0de2bb222e,10/1/2016 22:25,156766,"{""event_name"":""view_item"",""platform"":""iOS"",""parameter_name"":""item_id"",""parameter_value"":""1511""}"
a8d616a45ef345478930e09c4961327e,10/9/2016 2:01,126105,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""2115""}"
bd0e9fc5f2a9414cbd53b689b45faa22,10/9/2016 16:11,126105,"{""event_name"":""view_item"",""platform"":""mobile web"",""parameter_name"":""item_id"",""parameter_value"":""178""}"
89c3da8f804b44bfaff0de25feedb2c1,1/8/2016 8:48,105475,"{""event_name"":""view_item"",""platform"":""web"",""parameter_name"":""item_id"",""parameter_value"":""3279""}"
c3b3bac33aac4238bea39c66d1446a4c,4/11/2017 23:38,163624,"{""event_name"":""view_item"",""platform"":""iOS"",""parameter_name"":""item_id"",""parameter_value"":""2830""}"
9c829c8d5fc94c46863877ed77ddf75d,4/13/2017 13:13,163624,"{""event_name"":""view_item"",""platform"":""iOS"",""parameter_name"":""item_id"",""parameter_value"":""1671""}"
3e11b3fdcf624d608caabe40a5d51cc1,4/11/2017 22:34,163624,"{""event_name"":""view_item"",""platform"":""iOS"",""parameter_name"":""item_id"",""parameter_value"":""314""}"
